Index,Color,Talking,Camera X,Camera Y,Camera Z,Combine Gaze X,Combine Gaze Y,Combine Gaze Z,Left Pupil Diameter,Right Pupil Diameter,Left Eye Openness,Right Eye Openness,Total Time,Delta Time
0,Yellow,False,-0.06129704,-0.09014608,0.9940404,-0.001876846,-0.02836631,0.9995958,2.758759,2.758759,1,1,3.084336,0.02191758
0,Yellow,False,-0.06141113,-0.08986451,0.9940588,-0.001525892,-0.02836633,0.9995964,2.756119,2.756119,1,1,3.107362,0.02302575
0,Yellow,False,-0.06156882,-0.08967012,0.9940667,-0.0008392418,-0.02833586,0.9995981,2.766724,2.766724,1,1,3.129216,0.02185416
0,Yellow,False,-0.06167132,-0.08991475,0.9940383,-0.001419072,-0.02856454,0.9995909,2.772232,2.772232,1,1,3.15179,0.02257395
0,Yellow,False,-0.06130636,-0.09065497,0.9939935,-0.002883913,-0.02799989,0.9996037,2.761398,2.761398,1,1,3.17398,0.02219081
0,Yellow,False,-0.06081707,-0.0908381,0.9940069,0.004196171,-0.03330996,0.9994363,2.745956,2.745956,0.9995214,0.9429246,3.195651,0.02167034
0,Yellow,False,-0.06038234,-0.09075496,0.994041,0.002914431,-0.02687075,0.9996347,2.799698,2.799698,0.932164,0.8821548,3.218663,0.02301168
0,Yellow,False,-0.06005931,-0.09049977,0.9940839,0,0,1,-1,-1,0.2017011,0.2908434,3.240483,0.02182031
0,Yellow,False,-0.05969508,-0.09039747,0.9941151,0,0,1,-1,-1,0.08043588,0.1109633,3.262431,0.0219481
0,Yellow,False,-0.05941001,-0.09045592,0.9941269,0,0,1,-1,-1,0.04927928,0.1032276,3.284385,0.02195382
0,Yellow,False,-0.05938021,-0.09018052,0.9941536,0,0,1,-1,-1,0.1199173,0.2549156,3.307365,0.02297997
0,Yellow,False,-0.05952415,-0.08910009,0.9942425,0,0,1,1.80632,1.80632,0.4321046,0.575268,3.329438,0.02207351
0,Yellow,False,-0.06004276,-0.08831172,0.9942816,0,0,1,2.853455,2.853455,0.5558958,0.6650999,3.351524,0.02208591
0,Yellow,False,-0.0606633,-0.08822474,0.9942517,0.01734949,-0.01847866,0.9996787,2.602005,2.602005,0.6074024,0.7431853,3.373824,0.02229977
0,Yellow,False,-0.06122699,-0.08785433,0.9942499,0.0141908,-0.007476872,0.9998714,2.649414,2.649414,0.7343214,0.8098149,3.395379,0.02155542
0,Yellow,False,-0.06145243,-0.08709787,0.9943026,0.004516615,-0.0112305,0.9999267,2.669952,2.669952,0.7867191,0.8414032,3.419317,0.02393818
0,Yellow,False,-0.06148909,-0.0868736,0.9943199,0.01084904,-0.01338201,0.9998516,2.662994,2.662994,0.8410613,0.8783561,3.440264,0.02094603
