Color,Camera X,Camera Y,Camera Z,Combine Gaze X,Combine Gaze Y,Combine Gaze Z,Left Pupil Diameter,Right Pupil Diameter,Left Eye Openness,Right Eye Openness,Total Time,Delta Time
Green,-0.0767101,-0.05788355,0.9953718,0.03765883,-0.06372093,0.997257,2.917252,2.917252,1,1,4.27952,0.0204525
Green,-0.0768792,-0.05783376,0.9953617,0.03683485,-0.06275964,0.9973487,2.917084,2.917084,1,1,4.303158,0.02363777
Green,-0.07748631,-0.05851987,0.9952745,0.03665165,-0.06362922,0.9973003,2.897491,2.897491,1,1,4.325943,0.02278566
Green,-0.07759307,-0.05872644,0.995254,0.03656045,-0.06611703,0.9971418,2.911407,2.911407,1,1,4.347659,0.02171516
Green,-0.07732348,-0.0586752,0.995278,0.03524833,-0.06698709,0.997131,2.90065,2.90065,1,1,4.369512,0.02185345
Green,-0.07732691,-0.05839673,0.9952942,0.0316776,-0.06990129,0.9970508,2.899689,2.899689,1,1,4.392033,0.02252054
Green,-0.07729554,-0.05870941,0.9952781,0.03048729,-0.07112176,0.9970016,2.881989,2.881989,1,1,4.413636,0.02160311
Green,-0.07734881,-0.05873335,0.9952726,0.02879343,-0.07188439,0.9969973,2.876205,2.876205,1,1,4.43703,0.02339411
Green,-0.07776361,-0.05865065,0.9952452,0.02819864,-0.07133584,0.9970537,2.864471,2.864471,1,1,4.45896,0.02193022
Green,-0.07799257,-0.0582827,0.9952489,0.02653519,-0.07638595,0.9967252,2.826477,2.826477,1,1,4.48126,0.02229977
Green,-0.07832523,-0.05830285,0.9952216,0.03146408,-0.07579152,0.9966272,2.820023,2.820023,1,1,4.504136,0.02287579
Green,-0.07874096,-0.05800305,0.9952063,0.03025861,-0.07548629,0.9966876,2.788177,2.788177,1,1,4.525306,0.02117062
Green,-0.07922588,-0.05755702,0.9951937,0.03002959,-0.07400586,0.9968055,2.75943,2.75943,1,1,4.548084,0.02277803
Green,-0.07968986,-0.05681597,0.9951992,0.02941922,-0.07363962,0.9968508,2.725464,2.725464,1,1,4.571051,0.02296638
Green,-0.08002012,-0.05622756,0.9952061,0.02908364,-0.07183934,0.9969921,2.703171,2.703171,1,1,4.593447,0.02239656
Green,-0.08014996,-0.05622179,0.995196,0.02621493,-0.07147306,0.997098,2.675339,2.675339,1,1,4.614968,0.02152061
Green,-0.07989202,-0.05659069,0.9951959,0.02505523,-0.06996239,0.9972349,2.60994,2.60994,1,1,4.635691,0.02072334
Green,-0.07997533,-0.05686091,0.9951738,0.02575701,-0.06912279,0.9972756,2.58844,2.58844,1,1,4.659393,0.02370167
Green,-0.07980296,-0.05677721,0.9951924,0.01992806,-0.0621493,0.9978679,2.584518,2.584518,1,1,4.6796,0.02020741
Green,-0.08006421,-0.05633794,0.9951963,0.03343207,-0.05067453,0.9981555,2.512054,2.512054,1,1,4.702757,0.02315712
Green,-0.08011594,-0.0559344,0.9952149,0.03848312,-0.04608209,0.9981961,2.584106,2.584106,1,1,4.725828,0.02307081
Green,-0.07999887,-0.05585596,0.9952288,0.0362244,-0.0496674,0.9981087,1.639038,1.639038,0.8869911,0,4.747754,0.02192593
Green,-0.080149,-0.05569899,0.9952255,0.02536015,-0.07801831,0.9966294,1.979599,1.979599,0.8789914,0,4.770713,0.02295923
Green,-0.08010702,-0.05501369,0.995267,-0.01490794,-0.07160999,0.9973213,2.47435,2.47435,1,1,4.791924,0.02121115
Green,-0.08005492,-0.05454061,0.9952973,0.03871211,-0.06482027,0.9971458,2.529007,2.529007,1,1,4.813403,0.02147865
Green,-0.07966595,-0.05436177,0.9953382,0.03285258,-0.06216507,0.997525,2.48584,2.48584,1,1,4.836037,0.02263403
Green,-0.07945074,-0.05435475,0.9953558,0.03288288,-0.06102024,0.9975948,2.441467,2.441467,1,1,4.858993,0.02295589
Green,-0.07945171,-0.05430627,0.9953583,0.02780189,-0.05940327,0.9978468,2.456055,2.456055,1,1,4.879902,0.02090931
Green,-0.07947932,-0.05441396,0.9953503,0.03268465,-0.0552984,0.9979348,2.470383,2.470383,1,1,4.903159,0.0232563
